Id,Weekly_Sales
1_5_2013-06-21,19706.46460000001
1_5_2013-06-28,20145.119300000006
1_5_2013-07-05,19678.47930000001
1_5_2013-07-12,19355.842900000007
1_5_2013-07-19,19083.709000000003
1_5_2013-07-26,17403.55409999999
1_6_2012-11-02,2434.6276
1_6_2012-11-09,2708.330799999999
1_6_2012-11-16,2477.8603
1_6_2012-11-23,6279.988300000003
1_6_2012-11-30,2267.575999999999
1_6_2012-12-07,2749.8873000000003
1_6_2012-12-14,2168.1609
1_6_2012-12-21,2204.6566
1_6_2012-12-28,5048.520100000001
1_6_2013-01-04,2408.5337000000004
1_6_2013-01-11,2403.3004000000014
1_6_2013-01-18,2185.9693999999986
1_6_2013-01-25,2098.812899999999
1_6_2013-02-01,2435.8239999999996
1_6_2013-02-08,5902.9430999999995
1_6_2013-02-15,2613.7070000000003
1_6_2013-02-22,2573.0292
1_6_2013-03-01,2383.497700000001
1_6_2013-03-08,2149.0722000000005
1_6_2013-03-15,2172.2738999999997
1_6_2013-03-22,2495.980399999999
1_6_2013-03-29,2200.5358000000006
1_6_2013-04-05,2656.9935999999993
1_6_2013-04-12,2183.6588999999994
1_6_2013-04-19,2048.5714999999987
1_6_2013-04-26,2110.7251999999994
1_6_2013-05-03,1968.456699999999
1_6_2013-05-10,2510.7871999999993
1_6_2013-05-17,2723.522699999999
1_6_2013-05-24,2529.6836999999996
1_6_2013-05-31,2257.869599999999
1_6_2013-06-07,2332.9745999999996
1_6_2013-06-14,2731.6047
1_6_2013-06-21,2649.3585
1_6_2013-06-28,2613.7743999999993
1_6_2013-07-05,2616.2012999999993
1_6_2013-07-12,2575.154199999999
1_6_2013-07-19,2366.4735999999994
1_6_2013-07-26,2198.1072999999988
1_7_2012-11-02,12100.688600000005
1_7_2012-11-09,13643.772200000012
1_7_2012-11-16,11322.418400000008
1_7_2012-11-23,17415.350199999997
1_7_2012-11-30,12998.609500000004
1_7_2012-12-07,14812.101500000006
1_7_2012-12-14,11127.981200000006
1_7_2012-12-21,12412.955400000008
1_7_2012-12-28,14242.348500000006
1_7_2013-01-04,11282.818300000006
1_7_2013-01-11,10528.680300000002
1_7_2013-01-18,10612.099400000008
1_7_2013-01-25,11223.099500000011
1_7_2013-02-01,12156.076500000003
1_7_2013-02-08,16240.728400000013
1_7_2013-02-15,11120.144200000006
1_7_2013-02-22,11071.115800000005
1_7_2013-03-01,14077.451200000003
1_7_2013-03-08,10144.808700000003
1_7_2013-03-15,12344.258100000008
1_7_2013-03-22,15023.020700000005
1_7_2013-03-29,11145.138100000006
1_7_2013-04-05,12165.474400000014
1_7_2013-04-12,13397.668000000005
1_7_2013-04-19,14121.970600000008
1_7_2013-04-26,13705.126200000013
1_7_2013-05-03,14523.9404
1_7_2013-05-10,14298.834500000006
1_7_2013-05-17,15474.681300000007
1_7_2013-05-24,16907.13380000001
1_7_2013-05-31,16696.976999999995
1_7_2013-06-07,15841.889400000013
1_7_2013-06-14,17528.2916
1_7_2013-06-21,18469.793500000007
1_7_2013-06-28,17015.230600000014
1_7_2013-07-05,17575.949100000005
1_7_2013-07-12,17929.252900000007
1_7_2013-07-19,16218.512400000012
1_7_2013-07-26,19454.281899999987
1_8_2012-11-02,33515.44350000003
1_8_2012-11-09,34059.24780000001
1_8_2012-11-16,32345.147700000027
1_8_2012-11-23,33254.13440000001
1_8_2012-11-30,31746.35220000003
1_8_2012-12-07,33915.69170000001
1_8_2012-12-14,32771.54600000003
1_8_2012-12-21,32784.91760000004
1_8_2012-12-28,32875.29300000002
1_8_2013-01-04,32063.244900000012
1_8_2013-01-11,32553.36380000003
1_8_2013-01-18,32473.79110000001
1_8_2013-01-25,31818.536900000032
1_8_2013-02-01,34017.75290000002
1_8_2013-02-08,34930.48620000003
1_8_2013-02-15,33555.15910000004
1_8_2013-02-22,33624.21670000004
1_8_2013-03-01,32314.031800000026
1_8_2013-03-08,32195.49670000002
1_8_2013-03-15,33135.216800000024
1_8_2013-03-22,34083.10240000001
1_8_2013-03-29,32291.013100000026
1_8_2013-04-05,33322.86460000002
1_8_2013-04-12,32849.97240000003
1_8_2013-04-19,32384.955800000018
1_8_2013-04-26,33047.01840000003
1_8_2013-05-03,32359.068700000025
1_8_2013-05-10,33517.96230000002
1_8_2013-05-17,34724.4989
1_8_2013-05-24,33941.05780000002
1_8_2013-05-31,32579.374600000025
1_8_2013-06-07,33002.80200000001
1_8_2013-06-14,34477.66060000001
1_8_2013-06-21,34280.78560000002
1_8_2013-06-28,34003.62510000002
1_8_2013-07-05,34281.99490000001
1_8_2013-07-12,33725.79400000001
1_8_2013-07-19,32976.38780000002
1_8_2013-07-26,32678.471200000015
1_9_2012-11-02,17654.136699999992
1_9_2012-11-09,20186.0013
1_9_2012-11-16,17746.36409999999
1_9_2012-11-23,17730.56869999999
1_9_2012-11-30,15370.253299999997
1_9_2012-12-07,20987.274699999998
1_9_2012-12-14,16557.26499999999
1_9_2012-12-21,17061.266599999988
1_9_2012-12-28,16164.997500000012
1_9_2013-01-04,14589.526700000013
1_9_2013-01-11,16190.208800000006
1_9_2013-01-18,14065.720900000004
1_9_2013-01-25,14763.481299999987
1_9_2013-02-01,17542.915599999997
1_9_2013-02-08,18911.98779999999
1_9_2013-02-15,17995.09369999999
1_9_2013-02-22,17647.104299999995
1_9_2013-03-01,16699.80709999999
1_9_2013-03-08,15423.775499999998
1_9_2013-03-15,17433.99389999999
1_9_2013-03-22,22616.790500000003
1_9_2013-03-29,16115.814400000001
1_9_2013-04-05,17754.7538
1_9_2013-04-12,18834.652
1_9_2013-04-19,19397.681900000003
1_9_2013-04-26,17005.96
1_9_2013-05-03,18162.511000000002
1_9_2013-05-10,20250.655599999995
1_9_2013-05-17,23819.875699999997
1_9_2013-05-24,23350.0596
1_9_2013-05-31,20264.308600000008
1_9_2013-06-07,21644.885
1_9_2013-06-14,24188.488299999997
1_9_2013-06-21,24098.02369999999
1_9_2013-06-28,22811.256599999997
1_9_2013-07-05,23060.380800000006
1_9_2013-07-12,22889.35130000001
1_9_2013-07-19,21338.588100000004
1_9_2013-07-26,21162.770000000004
1_10_2012-11-02,22153.908400000004
1_10_2012-11-09,23827.632100000013
1_10_2012-11-16,22551.42580000001
1_10_2012-11-23,20395.31249999999
1_10_2012-11-30,19741.106500000005
1_10_2012-12-07,23264.112000000016
1_10_2012-12-14,20149.702600000004
1_10_2012-12-21,21682.6158
1_10_2012-12-28,21989.350399999996
1_10_2013-01-04,18819.317299999984
1_10_2013-01-11,19334.568699999996
1_10_2013-01-18,18920.189999999984
1_10_2013-01-25,18293.45489999999
1_10_2013-02-01,23172.553900000003
1_10_2013-02-08,23164.093300000004
1_10_2013-02-15,22900.70659999999
1_10_2013-02-22,23165.13219999999
1_10_2013-03-01,21334.482499999987
1_10_2013-03-08,18938.412800000002
1_10_2013-03-15,20870.42890000001
1_10_2013-03-22,24892.343000000004
1_10_2013-03-29,21282.931900000003
1_10_2013-04-05,22258.802200000002
1_10_2013-04-12,20451.4101
1_10_2013-04-19,21815.09270000001
1_10_2013-04-26,20730.453400000002
1_10_2013-05-03,21534.59160000001
1_10_2013-05-10,22387.02540000002
1_10_2013-05-17,23889.7458
1_10_2013-05-24,23487.964200000002
1_10_2013-05-31,21485.39480000001
1_10_2013-06-07,21520.71500000001
1_10_2013-06-14,24581.178299999992
1_10_2013-06-21,23706.585300000006
1_10_2013-06-28,22397.681800000006
1_10_2013-07-05,23475.389099999997
1_10_2013-07-12,22047.477799999997
1_10_2013-07-19,21537.21660000001
1_10_2013-07-26,21121.603900000002
1_11_2012-11-02,16680.512300000006
1_11_2012-11-09,17210.05649999999
1_11_2012-11-16,16747.742800000004
1_11_2012-11-23,15738.625000000005
1_11_2012-11-30,15920.436200000011
1_11_2012-12-07,17731.033700000004
1_11_2012-12-14,17431.596500000014
1_11_2012-12-21,16189.865000000007
1_11_2012-12-28,17665.864200000004
1_11_2013-01-04,18534.1354
1_11_2013-01-11,17949.577800000006
1_11_2013-01-18,17900.621300000003
1_11_2013-01-25,14974.76120000001
1_11_2013-02-01,15850.228900000002
1_11_2013-02-08,17249.602999999996
1_11_2013-02-15,18079.431900000003
1_11_2013-02-22,17505.035400000004
1_11_2013-03-01,17807.170700000013
1_11_2013-03-08,16685.808900000004
1_11_2013-03-15,16137.499400000012
1_11_2013-03-22,17616.546600000005
1_11_2013-03-29,16902.077900000004
1_11_2013-04-05,16758.089299999992
1_11_2013-04-12,16316.422600000007
1_11_2013-04-19,16897.923800000004
1_11_2013-04-26,15406.965700000012
1_11_2013-05-03,15967.957200000004
1_11_2013-05-10,17052.445400000004
1_11_2013-05-17,18646.4201
1_11_2013-05-24,18833.004899999996
1_11_2013-05-31,18440.1772
1_11_2013-06-07,18492.1485
1_11_2013-06-14,19163.67290000001
1_11_2013-06-21,19642.36120000001
1_11_2013-06-28,20415.210200000016
1_11_2013-07-05,18618.73090000001
1_11_2013-07-12,21177.460300000013
1_11_2013-07-19,18999.438800000007
1_11_2013-07-26,19428.98870000001
1_12_2012-11-02,6281.947899999998
1_12_2012-11-09,6706.427199999997
1_12_2012-11-16,6157.2762
1_12_2012-11-23,5960.597200000002
1_12_2012-11-30,5979.2786
1_12_2012-12-07,6830.002699999999
1_12_2012-12-14,5603.439399999999
1_12_2012-12-21,6179.329800000001
1_12_2012-12-28,5232.901399999999
1_12_2013-01-04,5241.059699999999
1_12_2013-01-11,5571.605999999999
1_12_2013-01-18,5370.881899999999
1_12_2013-01-25,5856.644000000003
1_12_2013-02-01,6174.483000000003
1_12_2013-02-08,6101.341200000001
1_12_2013-02-15,5800.853999999996
1_12_2013-02-22,5817.016699999996
1_12_2013-03-01,5578.477200000002
1_12_2013-03-08,5889.442600000001
1_12_2013-03-15,6122.756100000003
1_12_2013-03-22,6706.358099999999
1_12_2013-03-29,5795.246700000001
1_12_2013-04-05,6629.894800000001
1_12_2013-04-12,6551.756699999995
1_12_2013-04-19,6858.206099999999
1_12_2013-04-26,6441.742700000002
1_12_2013-05-03,6693.517799999999
1_12_2013-05-10,6792.409599999997
1_12_2013-05-17,6874.981299999999
1_12_2013-05-24,6860.829799999998
1_12_2013-05-31,6820.183999999999
1_12_2013-06-07,6896.7095999999965
1_12_2013-06-14,6851.091199999998
1_12_2013-06-21,6943.265799999998
1_12_2013-06-28,6915.941099999996
1_12_2013-07-05,6786.606099999996
1_12_2013-07-12,6934.579999999995
1_12_2013-07-19,6895.149999999997
1_12_2013-07-26,6813.855700000001
1_13_2012-11-02,32948.7017
1_13_2012-11-09,35113.3509
1_13_2012-11-16,33252.67620000001
1_13_2012-11-23,31180.714199999995
1_13_2012-11-30,32118.645000000004
1_13_2012-12-07,33848.05749999999
1_13_2012-12-14,32333.88040000001
1_13_2012-12-21,32235.593999999986
1_13_2012-12-28,32697.49000000001
1_13_2013-01-04,31511.69889999998
1_13_2013-01-11,32795.23939999999
1_13_2013-01-18,31278.759099999992
1_13_2013-01-25,30377.242599999983
1_13_2013-02-01,34347.705399999984
1_13_2013-02-08,35586.09509999999
1_13_2013-02-15,35026.421100000014
1_13_2013-02-22,35072.063700000006
1_13_2013-03-01,32002.612399999995
1_13_2013-03-08,31953.178300000007
1_13_2013-03-15,31973.421199999997
1_13_2013-03-22,34120.84749999999
1_13_2013-03-29,32803.84780000001
1_13_2013-04-05,33549.27750000001
1_13_2013-04-12,31781.020299999993
1_13_2013-04-19,31917.945
1_13_2013-04-26,31826.079799999985
1_13_2013-05-03,31361.170299999983
1_13_2013-05-10,33115.485799999995
1_13_2013-05-17,35496.79569999999
1_13_2013-05-24,33111.41089999998
1_13_2013-05-31,31535.58839999999
1_13_2013-06-07,32868.67770000001
1_13_2013-06-14,34307.958799999986
1_13_2013-06-21,34359.47079999999
1_13_2013-06-28,33972.562699999995
1_13_2013-07-05,33916.57189999999
1_13_2013-07-12,32710.06589999999
1_13_2013-07-19,32678.664399999994
1_13_2013-07-26,32013.16779999999
1_14_2012-11-02,12277.580799999996
1_14_2012-11-09,13391.8281
1_14_2012-11-16,13164.070600000003
1_14_2012-11-23,15234.224900000012
1_14_2012-11-30,12967.895900000005
1_14_2012-12-07,13040.239900000004
1_14_2012-12-14,12664.578700000002
1_14_2012-12-21,12235.467800000002
1_14_2012-12-28,14564.2176
1_14_2013-01-04,12289.015899999993
1_14_2013-01-11,12482.201199999996
1_14_2013-01-18,11980.560499999996
1_14_2013-01-25,11770.436100000006
1_14_2013-02-01,12891.546000000006
1_14_2013-02-08,14619.2587
1_14_2013-02-15,13501.058899999989
1_14_2013-02-22,13253.971399999991
1_14_2013-03-01,14107.5622
1_14_2013-03-08,12198.515500000001
1_14_2013-03-15,12085.605900000002
1_14_2013-03-22,12913.168300000005
1_14_2013-03-29,12755.224500000002
1_14_2013-04-05,13117.307399999998
1_14_2013-04-12,12084.367700000004
1_14_2013-04-19,12116.166100000008
1_14_2013-04-26,12377.455100000012
1_14_2013-05-03,12327.802100000012
1_14_2013-05-10,12946.454000000002
1_14_2013-05-17,13339.209899999994
1_14_2013-05-24,12337.445300000007
1_14_2013-05-31,11930.642300000009
1_14_2013-06-07,12282.316100000005
1_14_2013-06-14,12517.263900000002
1_14_2013-06-21,12374.223300000001
1_14_2013-06-28,12228.131199999998
1_14_2013-07-05,12522.024800000003
1_14_2013-07-12,12060.644300000002
1_14_2013-07-19,12086.969600000002
1_14_2013-07-26,11839.870900000004
1_16_2012-11-02,5680.456899999999
1_16_2012-11-09,9453.613800000003
1_16_2012-11-16,5317.351000000001
1_16_2012-11-23,5560.414699999999
1_16_2012-11-30,5387.7465
1_16_2012-12-07,12383.210700000003
1_16_2012-12-14,3888.5671999999986
1_16_2012-12-21,6131.980099999998
1_16_2012-12-28,3863.455900000002
1_16_2013-01-04,3650.0259
1_16_2013-01-11,4142.830599999998
1_16_2013-01-18,3679.0847999999987
1_16_2013-01-25,5104.032000000001
1_16_2013-02-01,5337.824100000002
1_16_2013-02-08,5606.7029
1_16_2013-02-15,4088.0431999999987
1_16_2013-02-22,4061.081599999999
1_16_2013-03-01,3808.420799999999
1_16_2013-03-08,4447.214899999999
1_16_2013-03-15,6281.836699999997
1_16_2013-03-22,12180.262800000004
1_16_2013-03-29,4862.4216
1_16_2013-04-05,6150.669700000001
1_16_2013-04-12,10298.020300000006
1_16_2013-04-19,15115.881200000009
1_16_2013-04-26,6672.551699999997
1_16_2013-05-03,14193.826100000008
1_16_2013-05-10,11325.724500000006
1_16_2013-05-17,17060.4078
1_16_2013-05-24,17386.49270000001
1_16_2013-05-31,15517.606800000009
1_16_2013-06-07,15959.88490000001
1_16_2013-06-14,18356.409800000005
1_16_2013-06-21,17806.124700000008
1_16_2013-06-28,17030.872900000002
1_16_2013-07-05,18144.2114
1_16_2013-07-12,16752.973700000002
1_16_2013-07-19,16099.513900000009
1_16_2013-07-26,15354.6006
1_17_2012-11-02,7021.8184999999985
1_17_2012-11-09,7447.069999999999
1_17_2012-11-16,6921.741500000003
1_17_2012-11-23,8095.312000000002
1_17_2012-11-30,6534.654799999998
1_17_2012-12-07,7612.676499999999
1_17_2012-12-14,6802.5405
1_17_2012-12-21,6959.743700000001
1_17_2012-12-28,7824.140399999997
1_17_2013-01-04,6730.385199999999
1_17_2013-01-11,6969.0538
1_17_2013-01-18,6383.251899999998
1_17_2013-01-25,6210.870899999996
1_17_2013-02-01,6980.913999999995
1_17_2013-02-08,8293.571999999998
1_17_2013-02-15,7141.955400000002
1_17_2013-02-22,7195.652400000003
1_17_2013-03-01,6807.0487
1_17_2013-03-08,6888.053600000002
1_17_2013-03-15,6773.814699999999
1_17_2013-03-22,7560.026999999998
1_17_2013-03-29,6725.8933
1_17_2013-04-05,7108.165899999998
1_17_2013-04-12,7236.417200000001
1_17_2013-04-19,7173.937400000001
1_17_2013-04-26,7157.274700000001
1_17_2013-05-03,7095.535599999997
1_17_2013-05-10,7429.2027
1_17_2013-05-17,7506.252500000001
1_17_2013-05-24,7290.983300000002
1_17_2013-05-31,6748.455000000001
1_17_2013-06-07,7290.962300000001
1_17_2013-06-14,7270.847100000002
1_17_2013-06-21,7381.767300000001
1_17_2013-06-28,7218.793600000001
1_17_2013-07-05,7184.252599999998
1_17_2013-07-12,7283.390200000002
1_17_2013-07-19,7110.826400000002
1_17_2013-07-26,6742.586099999997
1_18_2012-11-02,2638.9338999999995
1_18_2012-11-09,3504.7294
1_18_2012-11-16,2788.4561
1_18_2012-11-23,11817.190800000004
1_18_2012-11-30,2425.7013
1_18_2012-12-07,4114.016200000001
1_18_2012-12-14,2175.1783000000005
1_18_2012-12-21,2826.377700000001
1_18_2012-12-28,10072.999899999993
1_18_2013-01-04,4435.752499999999
1_18_2013-01-11,4089.424699999999
1_18_2013-01-18,1609.0339000000004
1_18_2013-01-25,1597.9322999999997
1_18_2013-02-01,2748.2762999999995
1_18_2013-02-08,7844.393999999996
1_18_2013-02-15,6062.306999999996
1_18_2013-02-22,3654.005700000002
1_18_2013-03-01,1937.9486000000006
1_18_2013-03-08,1707.8879999999992
1_18_2013-03-15,2604.5626999999995
1_18_2013-03-22,2231.7977999999994
1_18_2013-03-29,1962.4228000000012
1_18_2013-04-05,3474.5204000000003
1_18_2013-04-12,2258.8170999999998
1_18_2013-04-19,2094.4816000000005
1_18_2013-04-26,3563.9725000000008
1_18_2013-05-03,2131.244700000001
1_18_2013-05-10,2933.3455
1_18_2013-05-17,2652.0584000000003
1_18_2013-05-24,2701.1173000000003
1_18_2013-06-07,3050.818699999999
1_18_2013-07-05,3237.4096999999997
1_19_2012-11-02,974.7707000000006
1_19_2012-11-09,1048.3650000000002
1_19_2012-11-16,1113.1050000000002
1_19_2012-11-23,1244.5435000000004
1_19_2012-11-30,1185.7721000000004
1_19_2012-12-07,1228.3176000000003
1_19_2012-12-14,1106.0025000000007
1_19_2012-12-21,1152.4685000000009
1_19_2012-12-28,998.3249
1_19_2013-01-04,938.9816999999999
1_19_2013-01-11,919.9958000000005
1_19_2013-01-18,930.8170000000005
1_19_2013-01-25,1024.4634999999994
1_19_2013-02-01,1019.2526999999999
1_19_2013-02-08,1122.2522000000001
1_19_2013-02-15,1033.5609999999995
1_19_2013-02-22,1017.5340999999997
1_19_2013-03-01,1090.7519000000004
1_19_2013-03-08,1052.980900000001
1_19_2013-03-15,1147.1270000000006
1_19_2013-03-22,1170.1448000000005
1_19_2013-03-29,1157.2512000000006
1_19_2013-04-05,1088.8857000000005
1_19_2013-04-12,1028.0892000000003
1_19_2013-04-19,1189.0421000000001
1_19_2013-04-26,1191.3700000000003
1_19_2013-05-03,1191.5081
1_19_2013-05-10,1227.9569000000001
1_19_2013-05-17,1200.6142000000002
1_19_2013-05-24,1132.0202000000008
1_19_2013-05-31,1152.3457999999996
1_19_2013-06-07,1052.6447000000003
1_19_2013-06-14,1065.7624000000003
1_19_2013-06-21,1073.2243000000003
1_19_2013-06-28,1064.7609
1_19_2013-07-05,1037.3516
1_19_2013-07-12,1016.033
1_19_2013-07-19,1033.8483000000003
1_19_2013-07-26,1016.4144999999994
1_20_2012-11-02,4049.233300000003
1_20_2012-11-09,4398.976600000001
1_20_2012-11-16,4180.148100000001
1_20_2012-11-23,4084.701799999999
1_20_2012-11-30,3597.1332999999977
1_20_2012-12-07,4033.2545000000023
1_20_2012-12-14,3695.415600000001
1_20_2012-12-21,4198.956499999999
1_20_2012-12-28,4407.980899999999
1_20_2013-01-04,3622.752900000001
1_20_2013-01-11,3917.456700000002
1_20_2013-01-18,3726.524400000001
1_20_2013-01-25,3683.999399999998
1_20_2013-02-01,4362.519199999999
1_20_2013-02-08,4778.309800000002
1_20_2013-02-15,4066.2354000000014
1_20_2013-02-22,4359.839700000003
1_20_2013-03-01,4402.793
1_20_2013-03-08,3922.7241000000026
1_20_2013-03-15,3985.917400000001
1_20_2013-03-22,4468.486999999997
1_20_2013-03-29,4143.091499999999
1_20_2013-04-05,4583.741100000002
1_20_2013-04-12,4013.674600000001
1_20_2013-04-19,3981.226100000001
1_20_2013-04-26,3862.2376999999983
1_20_2013-05-03,3775.1026999999967
1_20_2013-05-10,3992.231300000002
1_20_2013-05-17,4395.685400000001
1_20_2013-05-24,4197.2116000000005
1_20_2013-05-31,3955.3769999999986
1_20_2013-06-07,4137.166100000003
1_20_2013-06-14,4491.651600000001
1_20_2013-06-21,4471.906100000001
1_20_2013-06-28,4420.011900000001
1_20_2013-07-05,4370.778300000002
1_20_2013-07-12,4243.489600000002
1_20_2013-07-19,4251.9338000000025
1_20_2013-07-26,4184.516599999998
1_21_2012-11-02,5022.523200000001
1_21_2012-11-09,5345.352400000001
1_21_2012-11-16,4873.481100000001
1_21_2012-11-23,5293.2554
1_21_2012-11-30,4721.335799999999
1_21_2012-12-07,5199.9283
1_21_2012-12-14,4827.916799999998
