Id,Weekly_Sales
1_3_2013-02-15,11953.510900000008
1_3_2013-02-22,12036.07090000001
1_3_2013-03-01,11622.3015
1_3_2013-03-08,11318.293099999994
1_3_2013-03-15,9995.49489999999
1_3_2013-03-22,9605.283199999994
1_3_2013-03-29,11044.097699999995
1_3_2013-04-05,10205.141599999988
1_3_2013-04-12,9810.34449999999
1_3_2013-04-19,8913.166899999984
1_3_2013-04-26,9158.62369999998
1_3_2013-05-03,8748.234600000005
1_3_2013-05-10,9832.153700000006
1_3_2013-05-17,9024.5181
1_3_2013-05-24,8250.293999999993
1_3_2013-05-31,8214.056099999987
1_3_2013-06-07,8043.0196000000005
1_3_2013-06-14,7974.866400000002
1_3_2013-06-21,8575.936500000005
1_3_2013-06-28,7757.257600000007
1_3_2013-07-05,8500.82650000001
1_3_2013-07-12,13470.73430000002
1_3_2013-07-19,8603.431900000009
1_3_2013-07-26,17075.500699999975
1_4_2012-11-02,38366.26959999999
1_4_2012-11-09,37922.58570000002
1_4_2012-11-16,37544.3867
1_4_2012-11-23,44893.34980000001
1_4_2012-11-30,38830.79999999999
1_4_2012-12-07,40999.35450000001
1_4_2012-12-14,40776.983000000015
1_4_2012-12-21,42216.409200000024
1_4_2012-12-28,37393.17430000002
1_4_2013-01-04,36975.02649999998
1_4_2013-01-11,38033.21909999996
1_4_2013-01-18,34416.013499999994
1_4_2013-01-25,33973.50590000003
1_4_2013-02-01,37437.747699999985
1_4_2013-02-08,39363.075999999994
1_4_2013-02-15,39048.84849999999
1_4_2013-02-22,38800.37479999999
1_4_2013-03-01,37999.58429999998
1_4_2013-03-08,36465.599499999975
1_4_2013-03-15,37555.23209999995
1_4_2013-03-22,38274.725399999945
1_4_2013-03-29,37619.01179999999
1_4_2013-04-05,38708.3875
1_4_2013-04-12,37649.3327
1_4_2013-04-19,36755.77709999997
1_4_2013-04-26,35885.434599999964
1_4_2013-05-03,36268.2249
1_4_2013-05-10,38434.418099999966
1_4_2013-05-17,40392.33769999997
1_4_2013-05-24,40165.205199999975
1_4_2013-05-31,37780.36660000004
1_4_2013-06-07,38576.590399999994
1_4_2013-06-14,40099.19199999996
1_4_2013-06-21,40860.15679999997
1_4_2013-06-28,39268.899899999975
1_4_2013-07-05,39501.41809999998
1_4_2013-07-12,38180.93599999998
1_4_2013-07-19,39223.48260000002
1_4_2013-07-26,37709.46540000004
1_5_2012-11-02,32809.79489999996
1_5_2012-11-09,32672.528999999977
1_5_2012-11-16,29763.552700000004
1_5_2012-11-23,70477.89060000009
1_5_2012-11-30,29624.456100000032
1_5_2012-12-07,47637.42559999998
1_5_2012-12-14,45062.51379999998
1_5_2012-12-21,66632.1297
1_5_2012-12-28,36539.55679999993
1_5_2013-01-04,21503.842200000006
1_5_2013-01-11,21365.761500000033
1_5_2013-01-18,20642.789899999996
1_5_2013-01-25,21074.154699999977
1_5_2013-02-01,29995.36490000001
1_5_2013-02-08,36833.65080000002
1_5_2013-02-15,34074.90060000001
1_5_2013-02-22,30909.203500000014
1_5_2013-03-01,29514.133699999984
1_5_2013-03-08,34111.05250000001
1_5_2013-03-15,26340.946599999977
1_5_2013-03-22,28251.8121
1_5_2013-03-29,34410.0802
1_5_2013-04-05,27225.029099999992
1_5_2013-04-12,27217.415699999983
1_5_2013-04-19,21868.039799999995
1_5_2013-04-26,24754.149299999994
1_5_2013-05-03,17507.838600000014
1_5_2013-05-10,22842.25620000001
1_5_2013-05-17,26443.874600000014
1_5_2013-05-24,20964.442099999997
1_5_2013-05-31,18495.671399999992
1_5_2013-06-07,23339.77600000001
1_5_2013-06-14,24546.70420000002
1_5_2013-06-21,24539.368200000004
1_5_2013-06-28,23835.97469999999
1_5_2013-07-05,22184.971500000014
1_5_2013-07-12,20085.785299999992
1_5_2013-07-19,22772.08300000002
1_5_2013-07-26,17919.855199999984
1_6_2012-11-02,4805.118700000001
1_6_2012-11-09,3556.2992999999974
1_6_2012-11-16,3797.6952
1_6_2012-11-23,17353.010400000006
1_6_2012-11-30,4290.026700000004
1_6_2012-12-07,10901.028100000005
1_6_2012-12-14,9152.486100000002
1_6_2012-12-21,18575.98429999999
1_6_2012-12-28,8215.469899999991
1_6_2013-01-04,2672.212899999999
1_6_2013-01-11,3034.3597000000013
1_6_2013-01-18,2512.2909999999983
1_6_2013-01-25,1817.8283999999974
1_6_2013-02-01,4365.654700000002
1_6_2013-02-08,8048.788599999997
1_6_2013-02-15,4329.660600000005
1_6_2013-02-22,4515.311700000005
1_6_2013-03-01,4429.991099999998
1_6_2013-03-08,4447.470799999999
1_6_2013-03-15,4231.861999999992
1_6_2013-03-22,4664.895899999997
1_6_2013-03-29,5188.908099999998
1_6_2013-04-05,4200.196499999997
1_6_2013-04-12,4089.1971999999964
1_6_2013-04-19,4171.134099999999
1_6_2013-04-26,3594.7928999999967
1_6_2013-05-03,5113.647600000006
1_6_2013-05-10,5332.531500000004
1_6_2013-05-17,5299.997200000003
1_6_2013-05-24,4676.337199999996
1_6_2013-05-31,5199.1510999999955
1_6_2013-06-07,3908.3101999999985
1_6_2013-06-14,4530.674399999996
1_6_2013-06-21,4709.092799999999
1_6_2013-06-28,3754.0260000000026
1_6_2013-07-05,4699.224799999997
1_6_2013-07-12,4497.327900000005
1_6_2013-07-19,4361.452099999999
1_6_2013-07-26,4043.1100000000033
1_7_2012-11-02,25796.64580000002
1_7_2012-11-09,26720.41200000004
1_7_2012-11-16,25961.479100000033
1_7_2012-11-23,70289.62369999992
1_7_2012-11-30,29619.310500000025
1_7_2012-12-07,74171.76679999997
1_7_2012-12-14,71287.88460000003
1_7_2012-12-21,114046.53680000006
1_7_2012-12-28,40614.33319999995
1_7_2013-01-04,11085.1332
1_7_2013-01-11,10735.330099999997
1_7_2013-01-18,10776.024800000005
1_7_2013-01-25,11321.448400000008
1_7_2013-02-01,19938.36619999999
1_7_2013-02-08,21115.05270000002
1_7_2013-02-15,16783.67800000001
1_7_2013-02-22,17020.635499999997
1_7_2013-03-01,17549.661399999994
1_7_2013-03-08,16291.661000000004
1_7_2013-03-15,21169.837300000017
1_7_2013-03-22,19572.211
1_7_2013-03-29,17141.681500000002
1_7_2013-04-05,21606.7823
1_7_2013-04-12,21794.40020000002
1_7_2013-04-19,22134.761199999997
1_7_2013-04-26,21186.086999999985
1_7_2013-05-03,21276.56699999999
1_7_2013-05-10,20348.275700000002
1_7_2013-05-17,24070.122900000002
1_7_2013-05-24,27038.166800000017
1_7_2013-05-31,28751.49090000004
1_7_2013-06-07,27262.23919999999
1_7_2013-06-14,25952.212599999984
1_7_2013-06-21,38646.04040000001
1_7_2013-06-28,25812.57009999999
1_7_2013-07-05,22626.15830000002
1_7_2013-07-12,22690.56630000001
1_7_2013-07-19,24229.9705
1_7_2013-07-26,21197.054699999982
1_8_2012-11-02,36447.156899999994
1_8_2012-11-09,36575.08909999999
1_8_2012-11-16,34874.286799999994
1_8_2012-11-23,34340.683000000034
1_8_2012-11-30,35881.09359999996
1_8_2012-12-07,40685.222999999954
1_8_2012-12-14,37726.94530000001
1_8_2012-12-21,40677.62289999999
1_8_2012-12-28,33028.192699999985
1_8_2013-01-04,35778.937800000014
1_8_2013-01-11,35326.45460000003
1_8_2013-01-18,35540.561400000006
1_8_2013-01-25,35154.500100000034
1_8_2013-02-01,38565.46320000003
1_8_2013-02-08,39363.73790000004
1_8_2013-02-15,38503.65420000005
1_8_2013-02-22,38469.88570000003
1_8_2013-03-01,37130.01059999997
1_8_2013-03-08,34717.34550000005
1_8_2013-03-15,35747.328000000016
1_8_2013-03-22,38422.6075
1_8_2013-03-29,35934.9589
1_8_2013-04-05,37566.51859999998
1_8_2013-04-12,36116.59740000001
1_8_2013-04-19,34793.51630000002
1_8_2013-04-26,35465.728499999976
1_8_2013-05-03,35576.44049999998
1_8_2013-05-10,36765.20799999999
1_8_2013-05-17,40836.92250000002
1_8_2013-05-24,38587.69310000003
1_8_2013-05-31,36164.54650000007
1_8_2013-06-07,36020.245999999985
1_8_2013-06-14,39222.84560000001
1_8_2013-06-21,39276.765800000045
1_8_2013-06-28,37635.22680000003
1_8_2013-07-05,38092.16080000001
1_8_2013-07-12,36266.76460000004
1_8_2013-07-19,36024.37270000002
1_8_2013-07-26,34421.33389999996
1_9_2012-11-02,40195.48319999999
1_9_2012-11-09,34663.314099999945
1_9_2012-11-16,35076.40739999994
1_9_2012-11-23,43490.83270000001
1_9_2012-11-30,34309.847299999965
1_9_2012-12-07,33925.52859999998
1_9_2012-12-14,31679.57210000001
1_9_2012-12-21,41847.51369999999
1_9_2012-12-28,29227.64939999999
1_9_2013-01-04,15993.999300000018
1_9_2013-01-11,17680.035300000018
1_9_2013-01-18,13827.888599999997
1_9_2013-01-25,14512.863299999999
1_9_2013-02-01,23457.48630000002
1_9_2013-02-08,23551.882400000017
1_9_2013-02-15,20766.875699999993
1_9_2013-02-22,20265.4968
1_9_2013-03-01,28523.515200000034
1_9_2013-03-08,29291.572500000028
1_9_2013-03-15,33411.31680000004
1_9_2013-03-22,41178.02100000001
1_9_2013-03-29,29297.107300000043
1_9_2013-04-05,30207.2067
1_9_2013-04-12,32477.972499999985
1_9_2013-04-19,33117.99729999997
1_9_2013-04-26,31441.109299999996
1_9_2013-05-03,29430.906800000008
1_9_2013-05-10,31865.3163
1_9_2013-05-17,39456.3902
1_9_2013-05-24,35606.83759999999
1_9_2013-05-31,30253.84200000001
1_9_2013-06-07,32107.94169999997
1_9_2013-06-14,36732.94179999998
1_9_2013-06-21,37051.28189999999
1_9_2013-06-28,30963.910699999993
1_9_2013-07-05,31437.928800000023
1_9_2013-07-12,26182.935999999954
1_9_2013-07-19,30939.505600000022
1_9_2013-07-26,21614.562600000012
1_10_2012-11-02,31430.9604
1_10_2012-11-09,32737.397900000014
1_10_2012-11-16,30731.96189999999
1_10_2012-11-23,30432.40739999996
1_10_2012-11-30,28988.36779999999
1_10_2012-12-07,31259.533899999988
1_10_2012-12-14,30165.791099999977
1_10_2012-12-21,31610.88609999999
1_10_2012-12-28,28681.04959999998
1_10_2013-01-04,25542.978800000004
1_10_2013-01-11,27353.123600000017
1_10_2013-01-18,24768.992700000006
1_10_2013-01-25,24350.52970000001
1_10_2013-02-01,36722.2945
1_10_2013-02-08,34598.76119999996
1_10_2013-02-15,35471.76099999993
1_10_2013-02-22,35666.32179999995
1_10_2013-03-01,37300.567999999956
1_10_2013-03-08,31904.532999999985
1_10_2013-03-15,33171.31850000003
1_10_2013-03-22,40400.726499999975
1_10_2013-03-29,35804.28469999995
1_10_2013-04-05,34868.18679999999
1_10_2013-04-12,31492.9314
1_10_2013-04-19,31629.559699999983
1_10_2013-04-26,30727.835000000006
1_10_2013-05-03,29081.183899999978
1_10_2013-05-10,31945.971900000022
1_10_2013-05-17,36304.756299999994
1_10_2013-05-24,33343.43860000002
1_10_2013-05-31,30949.822700000033
1_10_2013-06-07,30131.895000000008
1_10_2013-06-14,36693.82280000001
1_10_2013-06-21,35674.604999999996
1_10_2013-06-28,32545.616300000012
1_10_2013-07-05,34138.70519999997
1_10_2013-07-12,31910.00639999995
1_10_2013-07-19,32125.14339999998
1_10_2013-07-26,29431.303599999956
1_11_2012-11-02,27432.337700000022
1_11_2012-11-09,23753.76660000001
1_11_2012-11-16,24130.7257
1_11_2012-11-23,27997.613700000016
1_11_2012-11-30,24199.15839999999
1_11_2012-12-07,29905.669900000023
1_11_2012-12-14,31107.695399999997
1_11_2012-12-21,29242.322200000017
1_11_2012-12-28,23456.331700000002
1_11_2013-01-04,24769.2313
1_11_2013-01-11,24602.823699999986
1_11_2013-01-18,22921.063600000012
1_11_2013-01-25,19396.06140000003
1_11_2013-02-01,21065.306599999996
1_11_2013-02-08,23191.222499999985
1_11_2013-02-15,24704.2812
1_11_2013-02-22,23821.185400000002
1_11_2013-03-01,22922.929399999986
1_11_2013-03-08,22522.10149999998
1_11_2013-03-15,23025.639899999984
1_11_2013-03-22,24653.84489999999
1_11_2013-03-29,22880.904199999986
1_11_2013-04-05,23706.949999999997
1_11_2013-04-12,24686.217399999987
1_11_2013-04-19,23293.5496
1_11_2013-04-26,23340.8964
1_11_2013-05-03,21645.092399999998
1_11_2013-05-10,24807.96419999998
1_11_2013-05-17,26342.326100000013
1_11_2013-05-24,27607.54210000001
1_11_2013-05-31,27526.77600000001
1_11_2013-06-07,26279.923600000013
1_11_2013-06-14,27023.062300000023
1_11_2013-06-21,35693.4871
1_11_2013-06-28,34440.04449999994
1_11_2013-07-05,27472.40580000001
1_11_2013-07-12,27607.478899999984
1_11_2013-07-19,27276.877500000006
1_11_2013-07-26,26626.136600000016
1_12_2012-11-02,9951.653900000016
1_12_2012-11-09,10258.692200000016
1_12_2012-11-16,8980.054100000001
1_12_2012-11-23,8168.65919999999
1_12_2012-11-30,8568.892899999999
1_12_2012-12-07,8787.8438
1_12_2012-12-14,8049.699399999999
1_12_2012-12-21,8306.066099999996
1_12_2012-12-28,7603.7725999999975
1_12_2013-01-04,7611.8038999999935
1_12_2013-01-11,8168.693599999994
1_12_2013-01-18,7817.291599999998
1_12_2013-01-25,8458.472400000006
1_12_2013-02-01,10539.257000000007
1_12_2013-02-08,9683.631599999995
1_12_2013-02-15,9672.854199999992
1_12_2013-02-22,9792.509899999994
1_12_2013-03-01,10709.86020000002
1_12_2013-03-08,11524.174000000015
1_12_2013-03-15,12321.22800000002
1_12_2013-03-22,12433.929800000005
1_12_2013-03-29,11614.652000000016
1_12_2013-04-05,11140.89279999999
1_12_2013-04-12,11543.963899999999
1_12_2013-04-19,10832.8557
1_12_2013-04-26,11579.67319999998
1_12_2013-05-03,12882.225799999991
1_12_2013-05-10,11397.232800000005
1_12_2013-05-17,11941.1152
1_12_2013-05-24,11439.566500000008
1_12_2013-05-31,11669.399900000024
1_12_2013-06-07,10980.196300000003
1_12_2013-06-14,10865.470200000012
1_12_2013-06-21,12366.92970000001
1_12_2013-06-28,11117.632000000005
1_12_2013-07-05,11045.019600000007
1_12_2013-07-12,10389.827300000006
1_12_2013-07-19,11071.455100000012
1_12_2013-07-26,11214.392400000006
1_13_2012-11-02,39560.34140000003
1_13_2012-11-09,39477.525899999986
1_13_2012-11-16,37661.452900000004
1_13_2012-11-23,38830.015400000026
1_13_2012-11-30,37818.731199999966
1_13_2012-12-07,37492.72459999997
1_13_2012-12-14,35781.09750000001
1_13_2012-12-21,36627.42970000001
1_13_2012-12-28,35689.959700000036
1_13_2013-01-04,37512.15609999996
1_13_2013-01-11,39016.6252
1_13_2013-01-18,36681.72539999997
1_13_2013-01-25,35324.432799999944
1_13_2013-02-01,41390.514999999985
1_13_2013-02-08,43491.60100000002
1_13_2013-02-15,42782.617900000056
1_13_2013-02-22,43145.34540000002
1_13_2013-03-01,39399.636100000025
1_13_2013-03-08,36905.9708
1_13_2013-03-15,37713.46270000001
1_13_2013-03-22,40964.07689999996
1_13_2013-03-29,39508.91740000001
1_13_2013-04-05,40858.02020000004
1_13_2013-04-12,38163.99959999999
1_13_2013-04-19,37681.863900000026
1_13_2013-04-26,37988.96279999997
1_13_2013-05-03,37368.76919999999
1_13_2013-05-10,39769.23429999999
1_13_2013-05-17,43463.44549999997
1_13_2013-05-24,39536.46729999996
1_13_2013-05-31,36808.513399999945
1_13_2013-06-07,39354.24430000001
1_13_2013-06-14,41590.283199999976
1_13_2013-06-21,41765.14189999997
1_13_2013-06-28,40293.8042
1_13_2013-07-05,41147.16179999994
1_13_2013-07-12,39724.92129999998
1_13_2013-07-19,39903.433499999956
1_13_2013-07-26,38874.34350000003
1_14_2012-11-02,14514.386800000004
1_14_2012-11-09,16685.56
1_14_2012-11-16,17059.118300000002
1_14_2012-11-23,36659.74820000001
1_14_2012-11-30,18323.03909999999
1_14_2012-12-07,27606.746900000027
1_14_2012-12-14,29642.35130000003
1_14_2012-12-21,34811.76330000005
1_14_2012-12-28,25896.71280000001
1_14_2013-01-04,13345.1294
1_14_2013-01-11,14236.039899999989
1_14_2013-01-18,12473.806299999998
1_14_2013-01-25,13167.094100000004
1_14_2013-02-01,16956.823100000023
1_14_2013-02-08,17980.1866
1_14_2013-02-15,17345.0607
1_14_2013-02-22,16827.951600000015
1_14_2013-03-01,16799.480900000017
1_14_2013-03-08,14173.8691
1_14_2013-03-15,13547.03220000001
1_14_2013-03-22,15328.055300000009
1_14_2013-03-29,14582.458199999995
1_14_2013-04-05,15553.572200000011
1_14_2013-04-12,14581.1956
1_14_2013-04-19,13478.172699999988
1_14_2013-04-26,13907.647400000005
1_14_2013-05-03,14288.027899999994
1_14_2013-05-10,16335.838999999994
1_14_2013-05-17,16070.79339999999
1_14_2013-05-24,14120.790499999992
1_14_2013-05-31,13448.60269999999
1_14_2013-06-07,14573.924799999988
1_14_2013-06-14,15202.037399999994
1_14_2013-06-21,14929.279699999992
1_14_2013-06-28,14447.208499999993
1_14_2013-07-05,15382.060999999998
1_14_2013-07-12,14399.217499999977
1_14_2013-07-19,15358.222500000005
1_14_2013-07-26,13309.416300000008
1_16_2012-11-02,5860.218800000005
1_16_2012-11-09,5441.754400000009
1_16_2012-11-16,5410.316800000004
1_16_2012-11-23,7849.97929999999
1_16_2012-11-30,5761.901599999999
1_16_2012-12-07,7881.874999999996
1_16_2012-12-14,5554.8431000000055
1_16_2012-12-21,6195.722199999998
1_16_2012-12-28,5185.486300000005
1_16_2013-01-04,6071.363399999997
1_16_2013-01-11,6452.951499999996
1_16_2013-01-18,6105.937199999995
1_16_2013-01-25,6809.381599999996
1_16_2013-02-01,13908.336300000006
1_16_2013-02-08,13444.887999999999
1_16_2013-02-15,12733.2132
1_16_2013-02-22,12673.915400000005
1_16_2013-03-01,19636.886100000014
1_16_2013-03-08,25240.602400000007
1_16_2013-03-15,37289.188699999984
1_16_2013-03-22,47247.62969999997
1_16_2013-03-29,25449.144600000014
1_16_2013-04-05,44034.92149999998
1_16_2013-04-12,48700.46330000004
1_16_2013-04-19,52489.18900000005
1_16_2013-04-26,43987.68379999999
1_16_2013-05-03,37621.808499999934
1_16_2013-05-10,38599.88249999996
1_16_2013-05-17,45202.16470000001
1_16_2013-05-24,43212.044999999955
1_16_2013-05-31,40719.60099999991
1_16_2013-06-07,35083.29440000005
1_16_2013-06-14,35783.22070000007
1_16_2013-06-21,48010.45029999998
1_16_2013-06-28,35474.387500000055
1_16_2013-07-05,37964.37060000003
1_16_2013-07-12,31921.337000000014
1_16_2013-07-19,36244.12500000003
1_16_2013-07-26,26720.63859999999
1_17_2012-11-02,8063.750200000009
1_17_2012-11-09,7972.124000000011
1_17_2012-11-16,9334.939000000006
1_17_2012-11-23,12126.260500000002
1_17_2012-11-30,10234.024600000006
1_17_2012-12-07,12014.625799999998
1_17_2012-12-14,12885.728600000008
1_17_2012-12-21,14725.854299999997
1_17_2012-12-28,11082.938599999992
1_17_2013-01-04,8524.653300000007
1_17_2013-01-11,8794.448300000013
1_17_2013-01-18,8447.134400000004
1_17_2013-01-25,7817.477600000001
1_17_2013-02-01,10492.305299999993
1_17_2013-02-08,10003.690899999983
1_17_2013-02-15,9387.085899999987
1_17_2013-02-22,9780.24499999999
1_17_2013-03-01,11272.821499999998
1_17_2013-03-08,9594.467600000002
1_17_2013-03-15,10584.557000000012
1_17_2013-03-22,9799.7214
1_17_2013-03-29,9971.7283
1_17_2013-04-05,9040.841599999998
1_17_2013-04-12,9074.800199999992
1_17_2013-04-19,8404.38890000001
1_17_2013-04-26,9761.168400000011
1_17_2013-05-03,8252.260300000005
1_17_2013-05-10,9602.38389999999
1_17_2013-05-17,8411.265700000004
1_17_2013-05-24,7861.732100000007
1_17_2013-05-31,7220.93960000001
1_17_2013-06-07,8608.638299999995
1_17_2013-06-14,8314.86659999999
1_17_2013-06-21,8324.193800000001
1_17_2013-06-28,8152.253499999999
1_17_2013-07-05,7672.297299999994
1_17_2013-07-12,7585.4564
1_17_2013-07-19,8028.082000000002
1_17_2013-07-26,8848.520700000003
1_18_2012-11-02,11488.998100000004
1_18_2012-11-09,11682.102200000007
1_18_2012-11-16,14172.445099999997
1_18_2012-11-23,29701.532699999992
1_18_2012-11-30,14880.092099999994
1_18_2012-12-07,40541.71569999997
1_18_2012-12-14,38269.6569
1_18_2012-12-21,30691.163300000004
1_18_2012-12-28,21224.27699999999
1_18_2013-01-04,6678.498099999996
1_18_2013-01-11,5226.984699999997
1_18_2013-01-18,2343.0353999999998
1_18_2013-01-25,1941.8718
1_18_2013-02-01,8693.791199999996
1_18_2013-02-08,11468.956399999988
1_18_2013-02-15,10296.058699999994
1_18_2013-02-22,3950.083300000001
1_18_2013-03-01,2317.0952999999986
1_18_2013-03-08,2880.4776
1_18_2013-03-15,2186.3148999999994
1_18_2013-03-22,2090.365600000001
1_18_2013-03-29,3053.217499999999
1_18_2013-04-05,3066.8002999999962
1_18_2013-04-12,13333.562999999991
1_18_2013-04-19,1437.2574999999986
1_18_2013-04-26,1895.058799999996
1_18_2013-05-03,359.5138000000002
1_18_2013-05-10,2037.1058000000028
1_18_2013-05-17,1768.2240999999995
1_18_2013-05-24,1414.3241000000012
1_18_2013-06-07,768.3199000000003
1_18_2013-07-05,2032.2678
1_19_2012-11-02,937.9312000000004
1_19_2012-11-09,924.1708000000003
1_19_2012-11-16,1002.7021000000003
1_19_2012-11-23,1021.6281999999997
1_19_2012-11-30,1200.5756999999999
1_19_2012-12-07,1352.1657999999984
1_19_2012-12-14,1606.7896999999991
1_19_2012-12-21,1363.7602999999995
1_19_2012-12-28,905.9000000000005
1_19_2013-01-04,722.1364000000005
1_19_2013-01-11,711.5573000000007
1_19_2013-01-18,780.4873000000008
1_19_2013-01-25,773.5140000000007
1_19_2013-02-01,1007.8344000000002
1_19_2013-02-08,1113.6810999999989
1_19_2013-02-15,1010.2267999999989
1_19_2013-02-22,1021.3189999999992
1_19_2013-03-01,1225.2988999999993
1_19_2013-03-08,1202.5547999999994
1_19_2013-03-15,1355.6216999999992
1_19_2013-03-22,1057.0922
1_19_2013-03-29,1282.2410999999988
1_19_2013-04-05,1088.3925999999994
1_19_2013-04-12,1051.2207999999998
1_19_2013-04-19,1131.8126999999988
1_19_2013-04-26,1064.338899999999
1_19_2013-05-03,1148.2762999999984
1_19_2013-05-10,1042.5435
1_19_2013-05-17,978.9632999999993
1_19_2013-05-24,1031.1679999999994
1_19_2013-05-31,1141.7171999999998
1_19_2013-06-07,1082.7817999999997
1_19_2013-06-14,1036.8459999999993
1_19_2013-06-21,978.1367999999992
1_19_2013-06-28,1057.9910000000004
1_19_2013-07-05,970.1138999999994
1_19_2013-07-12,1068.7749000000006
1_19_2013-07-19,1023.8333999999995
1_19_2013-07-26,1156.9017
1_20_2012-11-02,3250.6875
1_20_2012-11-09,3093.215800000003
1_20_2012-11-16,3318.187600000001
1_20_2012-11-23,5312.886500000004
1_20_2012-11-30,3533.3109000000004
1_20_2012-12-07,3610.4311000000016
1_20_2012-12-14,4145.7423
1_20_2012-12-21,4065.1646999999975
1_20_2012-12-28,3974.4284000000043
1_20_2013-01-04,3764.9224000000004
1_20_2013-01-11,3967.9018000000033
1_20_2013-01-18,3945.8648000000044
1_20_2013-01-25,3638.691599999997
1_20_2013-02-01,4744.145799999995
1_20_2013-02-08,4981.601099999997
1_20_2013-02-15,4893.238899999996
1_20_2013-02-22,5168.339399999997
1_20_2013-03-01,6065.775899999997
1_20_2013-03-08,4795.805100000002
1_20_2013-03-15,5039.561699999994
1_20_2013-03-22,5470.947799999995
1_20_2013-03-29,6091.487399999997
1_20_2013-04-05,5145.871200000006
1_20_2013-04-12,3954.791
1_20_2013-04-19,3919.4233999999997
1_20_2013-04-26,4005.214399999995
1_20_2013-05-03,3999.966300000003
1_20_2013-05-10,4299.545800000002
1_20_2013-05-17,4392.4528000000055
1_20_2013-05-24,4417.804500000001
1_20_2013-05-31,5015.752099999999
1_20_2013-06-07,4476.487700000001
1_20_2013-06-14,4858.016499999997
1_20_2013-06-21,5596.499500000002
1_20_2013-06-28,4670.0106000000005
1_20_2013-07-05,5041.462699999995
1_20_2013-07-12,4925.331900000001
1_20_2013-07-19,5065.836599999998
1_20_2013-07-26,4750.307300000008
1_21_2012-11-02,8768.5332
1_21_2012-11-09,8727.486399999998
1_21_2012-11-16,8169.925800000002
1_21_2012-11-23,9711.114900000008
1_21_2012-11-30,8167.791800000006
